10000,000	6,464
10174,194	7,261
10351,422	5,876
10531,737	7,043
10715,193	8,226
10901,845	7,040
11091,748	7,373
11284,959	7,164
11481,536	7,070
11681,537	8,148
11885,022	6,828
12092,052	6,497
12302,688	6,988
12516,993	6,740
12735,031	6,511
12956,867	7,920
13182,567	6,497
13412,199	6,137
13645,831	6,330
13883,533	6,788
14125,375	7,281
14371,431	7,097
14621,772	6,565
14876,474	6,192
15135,612	6,886
15399,265	5,759
15667,511	7,043
15940,429	6,524
16218,101	5,496
16500,610	6,148
16788,040	7,164
17080,477	7,568
17378,008	6,626
17680,722	6,551
17988,709	6,067
18302,061	6,935
18620,871	5,393
18945,235	7,000
19275,249	5,829
19611,012	6,401
19952,623	6,031
20300,185	6,602
20653,802	6,624
21013,578	6,309
21379,621	7,459
21752,040	7,532
22130,947	6,653
22516,454	7,525
22908,677	7,827
23307,731	6,142
23713,737	6,311
24126,815	6,088
24547,089	6,130
24974,684	6,634
25409,727	6,462
25852,348	5,898
26302,680	6,859
26760,856	6,227
27227,013	6,374
27701,290	5,050
28183,829	6,636
28674,774	5,708
29174,270	4,976
29682,467	6,045
30199,517	5,825
30725,574	5,972
31260,794	5,622
31805,337	5,917
32359,366	5,787
32923,045	5,122
33496,544	5,424
34080,032	4,694
34673,685	5,198
35277,679	4,853
35892,193	5,822
36517,413	5,625
37153,523	5,640
37800,714	6,100
38459,178	5,109
39129,113	8,872
39810,717	5,350
40504,195	5,160
41209,752	4,307
41927,600	5,202
42657,952	5,067
43401,026	4,015
44157,045	4,487
44926,232	5,276
45708,819	4,981
46505,038	4,746
47315,126	4,571
48139,325	5,404
48977,882	5,565
49831,046	5,046
50699,071	5,866
51582,217	4,732
52480,746	4,465
53394,927	5,353
54325,033	5,687
55271,341	5,576
56234,133	6,861
57213,695	8,582
58210,322	10,799
59224,309	44,271
60255,959	57,824
61305,579	25,211
62373,484	11,228
63459,990	25,247
64565,423	9,690
65690,112	6,622
66834,392	5,495
67998,605	5,271
69183,097	4,786
70388,223	5,206
71614,341	5,045
72861,817	4,925
74131,024	5,498
75422,340	4,759
76736,149	4,329
78072,844	6,716
79432,823	5,097
80816,493	4,487
82224,265	5,918
83656,560	5,516
85113,804	4,859
86596,432	5,067
88104,887	4,876
89639,619	5,507
91201,084	4,631
92789,749	4,730
94406,088	5,933
96050,582	4,095
97723,722	4,668
99426,007	5,110
101157,945	4,584
102920,053	5,214
104712,855	4,220
106536,886	4,721
108392,691	5,257
110280,823	4,662
112201,845	4,753
114156,330	4,321
116144,861	4,657
118168,031	5,309
120226,443	5,055
122320,712	5,726
124451,461	4,748
126619,327	5,463
128824,955	4,900
131069,004	4,628
133352,143	5,725
135675,053	5,118
138038,426	4,966
140442,968	5,241
142889,396	4,500
145378,439	4,296
147910,839	4,819
150487,352	4,996
153108,746	5,606
155775,803	4,954
158489,319	4,835
161250,103	4,790
164058,977	4,561
166916,781	5,064
169824,365	5,445
172782,598	3,992
175792,361	4,010
178854,553	4,967
181970,086	4,964
185139,889	4,003
188364,909	4,985
191646,106	4,077
194984,460	4,860
198380,966	4,521
201836,636	4,600
205352,503	4,492
208929,613	5,189
212569,035	4,130
216271,852	5,221
220039,171	5,642
223872,114	5,120
227771,824	5,373
231739,465	4,913
235776,220	4,420
239883,292	5,315
244061,907	5,410
248313,311	4,668
252638,771	4,815
257039,578	4,877
261517,045	4,874
266072,506	5,274
270707,320	4,838
275422,870	4,255
280220,562	5,335
285101,827	4,980
290068,120	5,035
295120,923	4,435
300261,742	5,718
305492,111	4,864
310813,590	5,082
316227,766	4,757
321736,253	4,614
327340,695	5,118
333042,762	5,102
338844,156	5,037
344746,607	4,407
350751,874	3,925
356861,749	4,645
363078,055	4,995
369402,644	4,852
375837,404	4,233
382384,254	5,209
389045,145	5,208
395822,065	4,139
402717,034	4,758
409732,110	5,342
416869,383	4,961
424130,984	4,877
431519,077	4,201
439035,866	5,100
446683,592	4,814
454464,537	4,278
462381,021	4,817
470435,406	5,082
478630,092	4,412
486967,525	4,437
495450,191	4,195
504080,619	5,380
512861,384	5,312
521795,104	5,805
530884,444	5,003
540132,115	5,115
549540,874	4,766
559113,528	4,630
568852,931	5,329
578761,988	4,856
588843,655	5,080
599100,939	5,322
609536,897	4,648
620154,644	4,976
630957,344	4,993
641948,222	4,467
653130,553	5,375
664507,673	4,486
676082,975	4,802
687859,912	4,237
699841,996	5,538
712032,800	4,949
724435,960	4,264
737055,175	5,099
749894,209	4,544
762956,891	4,890
776247,117	5,393
789768,849	4,958
803526,122	5,201
817523,038	4,762
831763,771	5,349
846252,569	4,836
860993,752	4,623
875991,718	4,685
891250,938	4,235
906775,965	5,235
922571,427	5,345
938642,037	5,214
954992,586	4,679
971627,952	5,636
988553,095	4,837
1005773,063	4,529
1023292,992	5,523
1041118,108	4,142
1059253,725	4,202
1077705,254	4,295
1096478,196	4,814
1115578,151	4,484
1135010,816	4,762
1154781,985	4,466
1174897,555	4,425
1195363,526	4,544
1216186,001	4,661
1237371,190	4,396
1258925,412	4,007
1280855,095	4,148
1303166,778	4,574
1325867,118	4,699
1348962,883	4,341
1372460,961	4,233
1396368,361	4,677
1420692,213	4,080
1445439,771	4,559
1470618,415	5,007
1496235,656	4,789
1522299,133	4,335
1548816,619	4,453
1575796,023	4,550
1603245,391	4,230
