10000,000	-39,602
10174,194	-39,439
10351,422	-39,321
10531,737	-39,153
10715,193	-39,018
10901,845	-38,887
11091,748	-38,728
11284,959	-38,606
11481,536	-38,444
11681,537	-38,310
11885,022	-38,158
12092,052	-37,995
12302,688	-37,860
12516,993	-37,712
12735,031	-37,561
12956,867	-37,422
13182,567	-37,270
13412,199	-37,120
13645,831	-36,974
13883,533	-36,830
14125,375	-36,694
14371,431	-36,530
14621,772	-36,384
14876,474	-36,235
15135,612	-36,089
15399,265	-35,941
15667,511	-35,793
15940,429	-35,645
16218,101	-35,496
16500,610	-35,358
16788,040	-35,197
17080,477	-35,047
17378,008	-34,897
17680,722	-34,747
17988,709	-34,606
18302,061	-34,449
18620,871	-34,297
18945,235	-34,148
19275,249	-33,998
19611,012	-33,856
19952,623	-33,700
20300,185	-33,546
20653,802	-33,396
21013,578	-33,249
21379,621	-33,099
21752,040	-32,949
22130,947	-32,800
22516,454	-32,652
22908,677	-32,503
23307,731	-32,355
23713,737	-32,208
24126,815	-32,056
24547,089	-31,908
24974,684	-31,762
25409,727	-31,608
25852,348	-31,463
26302,680	-31,308
26760,856	-31,163
27227,013	-31,015
27701,290	-30,863
28183,829	-30,718
28674,774	-30,566
29174,270	-30,418
29682,467	-30,271
30199,517	-30,125
30725,574	-29,972
31260,794	-29,821
31805,337	-29,683
32359,366	-29,532
32923,045	-29,384
33496,544	-29,235
34080,032	-29,085
34673,685	-28,939
35277,679	-28,786
35892,193	-28,638
36517,413	-28,490
37153,523	-28,340
37800,714	-28,191
38459,178	-28,045
39129,113	-27,893
39810,717	-27,751
40504,195	-27,600
41209,752	-27,450
41927,600	-27,301
42657,952	-27,155
43401,026	-27,006
44157,045	-26,858
44926,232	-26,709
45708,819	-26,561
46505,038	-26,413
47315,126	-26,265
48139,325	-26,114
48977,882	-25,967
49831,046	-25,822
50699,071	-25,673
51582,217	-25,524
52480,746	-25,378
53394,927	-25,232
54325,033	-25,086
55271,341	-24,940
56234,133	-24,791
57213,695	-24,644
58210,322	-24,496
59224,309	-24,350
60255,959	-24,203
61305,579	-24,060
62373,484	-23,909
63459,990	-23,765
64565,423	-23,617
65690,112	-23,471
66834,392	-23,324
67998,605	-23,180
69183,097	-23,324
70388,223	-23,180
71614,341	-23,037
72861,817	-22,889
74131,024	-22,745
75422,340	-22,595
76736,149	-22,450
78072,844	-22,304
79432,823	-22,161
80816,493	-22,015
82224,265	-21,866
83656,560	-21,726
85113,804	-21,582
86596,432	-21,438
88104,887	-21,291
89639,619	-21,148
91201,084	-21,005
92789,749	-20,860
94406,088	-20,724
96050,582	-20,578
97723,722	-20,432
99426,007	-20,292
101157,945	-20,149
102920,053	-20,009
104712,855	-19,864
106536,886	-19,726
108392,691	-19,585
110280,823	-19,442
112201,845	-19,299
114156,330	-19,162
116144,861	-19,017
118168,031	-18,880
120226,443	-18,742
122320,712	-18,602
124451,461	-18,461
126619,327	-18,326
128824,955	-18,186
131069,004	-18,051
133352,143	-17,911
135675,053	-17,775
138038,426	-17,636
140442,968	-17,503
142889,396	-17,364
145378,439	-17,230
147910,839	-17,092
150487,352	-16,961
153108,746	-16,828
155775,803	-16,695
158489,319	-16,562
161250,103	-16,431
164058,977	-16,298
166916,781	-16,167
169824,365	-16,036
172782,598	-15,903
175792,361	-15,778
178854,553	-15,650
181970,086	-15,522
185139,889	-15,393
188364,909	-15,265
191646,106	-15,140
194984,460	-15,015
198380,966	-14,890
201836,636	-14,766
205352,503	-14,643
208929,613	-14,520
212569,035	-14,399
216271,852	-14,277
220039,171	-14,159
223872,114	-14,041
227771,824	-13,921
231739,465	-13,804
235776,220	-13,687
239883,292	-13,571
244061,907	-13,456
248313,311	-13,347
252638,771	-13,233
257039,578	-13,123
261517,045	-13,011
266072,506	-12,901
270707,320	-12,797
275422,870	-12,690
280220,562	-12,584
285101,827	-12,482
290068,120	-12,380
295120,923	-12,281
300261,742	-12,182
305492,111	-12,084
310813,590	-11,987
316227,766	-11,895
321736,253	-11,802
327340,695	-11,713
333042,762	-11,623
338844,156	-11,536
344746,607	-11,452
350751,874	-11,370
356861,749	-11,288
363078,055	-11,210
369402,644	-11,134
375837,404	-11,060
382384,254	-10,989
389045,145	-10,920
395822,065	-10,854
402717,034	-10,788
409732,110	-10,725
416869,383	-10,665
424130,984	-10,606
431519,077	-10,549
439035,866	-10,497
446683,592	-10,446
454464,537	-10,398
462381,021	-10,353
470435,406	-10,311
478630,092	-10,270
486967,525	-10,234
495450,191	-10,199
504080,619	-10,168
512861,384	-10,140
521795,104	-10,116
530884,444	-10,095
540132,115	-10,076
549540,874	-10,063
559113,528	-10,052
568852,931	-10,047
578761,988	-10,042
588843,655	-10,043
599100,939	-10,047
609536,897	-10,056
620154,644	-10,069
630957,344	-10,085
641948,222	-10,108
653130,553	-10,134
664507,673	-10,162
676082,975	-10,196
687859,912	-10,237
699841,996	-10,278
712032,800	-10,327
724435,960	-10,379
